total_land_area,total_trees,ghg_emission,air_quality_index,emission_quality,latitude,longitude,tree_sufficiency_rating
19352.46582352076,3304,437.72228639121164,96.6515544155076,0.8820179595113297,17.18720996581554,83.29570692998564,5
47585.001014085894,913,394.52375553323236,81.77974225992713,0.7339217658580737,33.592192030063615,73.53684451577577,2
36867.70314875885,4003,960.3850591552984,197.0410275200517,0.3644374596143256,14.867293458782775,78.65242796324199,3
30334.265725654794,3158,770.4090061669489,176.59408114632515,0.9576613440098886,11.969519702647176,91.36019174816448,3
8644.91338167939,3105,216.00634270160919,223.69727559191688,0.8889641484523783,24.708033753566536,87.0998507471898,6
8643.73149647393,4044,390.34726053344025,126.3018156549978,0.31667211317408794,16.870426095999232,81.86031644482823,5
3846.0969962417735,2732,548.5721684494787,150.59199875609056,0.5402462259176443,21.55154030482415,74.56674089796579,4
43442.631142971826,4740,616.8560034430516,55.340268462789346,0.16305009456299513,31.78037020369736,76.18291293625997,5
30454.635575417233,663,473.5020570684794,202.53576126888225,0.9579779769404954,23.100212277408822,96.36885587404407,1
35695.55631200623,1922,812.0253686618396,155.78588033661947,0.6154914949493103,22.960803697150787,77.94516612719292,2
2008.64022049432,3204,769.9299592636494,279.94115845336194,0.3206804913353489,16.067297595166345,85.86769896895855,3
48525.58275593772,4610,510.10633944188504,210.4465744262012,0.36315938226148814,30.993101369845945,82.49269744060601,5
41789.68939922067,3423,855.8850929139131,149.67362286242346,0.9825907353668737,29.4546240973901,68.67001854107826,3
11404.616423235531,3241,753.578635137962,115.89729521833759,0.6540528626237779,14.789494925098813,95.39556906674838,3
9909.42339314793,617,780.7960302334369,276.32123565190966,0.47861481169576336,17.280131071652008,70.54994859503579,1
9986.820982818257,4183,956.8367716390825,54.06626852936082,0.5498609156069844,30.870217596754692,87.10252457864614,3
15907.869905017349,294,273.8022717971106,131.72811681309804,0.18869506513960904,18.373816252927607,91.51970342664278,1
26713.065149979655,70,274.9716807431807,285.87639594700875,0.1675204840655884,19.703228860899866,89.71330609316394,1
22165.30591346367,443,890.0627331337337,213.50825174539352,0.6334369689703464,18.56795586641392,91.4682592091592,1
15270.227869704053,3864,774.5041096518227,183.17976782082476,0.5608036327962849,12.687343269017466,89.45188059451979,4
30980.791841396593,2105,927.2800860212711,100.88367948010685,0.42323787217309705,17.88599951740433,80.92159284175355,2
7835.19917195005,3565,72.49885872120853,258.3436935635968,0.6095025572602281,31.285123790010438,93.9919631691934,6
15315.08777822569,2425,631.4795064889806,101.04976564819403,0.16540835449345503,22.24118527693559,94.4607915754336,3
18951.730321390893,1960,153.18205474221296,112.06338288031249,0.9495920542883917,21.288307015003117,80.67169145852168,6
23347.429226634762,339,508.8582263096568,97.96278571796381,0.36434051900579967,12.534184111999062,82.0585141397873,1
39473.62210825767,2608,164.1894625349098,89.53736514238048,0.164600911604799,13.149525317385326,82.08374551158023,6
10784.015325759627,410,136.79772389503046,288.3281239947007,0.25255384531669367,9.245554766153454,76.088181759771,2
26197.48748226697,1672,22.04666192821282,200.5078990353271,0.18592652303426516,8.404710414173488,71.33316210501863,6
30028.31387424008,4364,633.9364242590754,209.45928300252348,0.26074405392371314,22.152407104113582,75.59740616431326,5
3276.0702232798885,4144,365.4323905231852,288.5813664196959,0.4750786493439507,19.867738301175983,92.47901044533037,5
30769.69774317048,2503,114.13640203018198,107.64376378139066,0.7642458045419688,15.985949582535612,83.74863060823336,6
9355.682060677285,2065,329.60939995399673,51.47938464942302,0.34511351270953583,36.71134967019104,92.65574631289357,4
4187.528056278696,2090,177.2546505370691,199.72091239257279,0.4923339597474795,19.541889673980666,89.60969618722702,6
47495.39132541333,2094,942.2778831866428,176.96121330603967,0.9358815590994126,30.876560074816865,78.10982092332861,2
48315.969620653406,2850,326.8048369037346,169.4125943495735,0.3662395653933779,14.105822206615146,73.37406251286335,5
40611.470057706596,3020,340.613988056496,65.47005281154978,0.8152477779382388,15.16419504965374,84.44937455704184,5
15926.074689495164,881,841.4594233655897,163.60871664369614,0.24203518523412978,24.483349648357557,95.13984446319944,1
5785.93358631281,1843,651.2782036731442,121.88989127267473,0.26048957163152286,8.116819821363611,92.34304099644997,2
34527.41829909569,3742,713.0698913289714,118.64116930607828,0.5105375861286391,8.505338395358102,90.15122928531231,4
22567.472193240465,1841,639.6417859490709,105.5953950447732,0.3106920254197477,12.124342913336317,90.16104837193836,2
6979.8735073941625,2891,946.7343211090797,133.13208993864268,0.9127252664148342,14.47051018989793,83.30484556662995,2
25263.66859545224,4740,214.9308232424647,138.2832687858531,0.14567706201113,23.30763595819338,72.91626469404272,6
2685.0375346457013,2204,989.1488493382377,127.19394409049937,0.6375453095294557,27.900653493667665,76.28079225365435,2
45556.69970186032,630,832.6466157809481,294.68817892987727,0.6438064565345679,17.044481255652745,84.75889232471187,1
13680.219098400828,2903,593.0828629875788,283.18277137737175,0.15942333476750292,14.93305714410974,77.17424932346631,4
33463.59193334512,2286,665.7479081522865,193.62752488121555,0.7593077933838022,31.86152417630631,90.66543601177989,3
16273.842728381136,4226,652.337617735608,295.2637096025775,0.5220077900609764,12.720532555739599,78.82328607308003,4
26483.33303771273,2205,67.81226181856236,297.7995025797975,0.7507660361453277,27.671470096678522,71.3029979110739,6
27788.803687820702,1394,225.83633354661922,138.98492750432564,0.8442324873415629,35.008584976060256,90.6937862379649,4
10057.868320750826,395,961.8561756795017,161.29688643493614,0.39060941679162453,14.734116397039475,88.24577531491417,1
48509.64676046337,1936,539.0207845707855,289.7654442461664,0.5360372946419389,10.521995599968339,75.3415487502037,3
38981.508344694616,604,384.57006722929293,202.15654982467163,0.33468470179121024,36.4130079264643,96.45234166149113,1
47035.44813664527,3820,764.4180787551843,103.23227070931813,0.2813621171701015,15.852440087516296,79.6924961845643,4
44846.540170954795,4447,529.2737532292515,222.34516708412508,0.10053528223839167,15.99423306274014,87.73335953163355,5
30297.098961743173,249,23.031143717578615,101.43654551152187,0.9672683608718536,22.029396448801915,94.40300476768464,5
46171.83751613273,2990,738.8752207479668,134.83943591796145,0.49683562239668344,14.70067211233824,72.5239010611139,3
5336.132600544055,3540,734.8953844523327,106.89004077383788,0.11176279575298663,36.79329830757351,93.49163192944903,4
10603.160258538115,356,173.49722498887465,111.24505398346056,0.10804471981124336,9.246010690216774,88.41347306901943,2
3216.1371566163652,3125,957.0934875399712,51.16389539169556,0.3595173116960756,21.09271928903694,72.85932044471713,3
16941.18620739995,1706,231.6690502257032,270.177208049863,0.11254391083910659,23.902055316827006,87.27085327978165,5
20045.18719478462,2742,463.1718737083773,123.99762381894845,0.4370631558926935,21.541574880470222,93.36269291460053,4
14296.1025569209,1814,123.58860164830553,71.59359488069862,0.1566446512950531,23.095166213023234,91.17144683153977,6
41608.137948444535,325,607.2494962560826,71.74685142027214,0.13532643203527878,36.63979518229487,90.05760220295865,1
18480.913007985873,3411,381.69660885664035,189.00456911523804,0.702443254667095,33.4301459322336,72.67874830166453,5
14765.790974681657,1451,359.6417275876084,298.2301376334843,0.9161571604985962,16.944866699587237,73.52809920524656,3
27592.108074754175,4783,828.7071084487378,86.25561681754792,0.46844792497205134,23.99283442653239,83.8837771945656,4
7905.28702376337,1825,19.46609572197346,74.90544523741487,0.8530933872483393,8.009019363335224,84.82423448288962,6
40307.65205694795,3431,799.9673031834983,159.57597010052268,0.12633891502217243,19.87750103983784,95.36509784493752,3
4652.9815403087705,4100,575.7340800905979,190.83281346019885,0.7999210503731642,12.752352462997084,81.5917587050401,5
49357.459893425344,3510,986.2375283453971,123.59508971948512,0.15651999309060183,28.62945713249413,76.77257561057979,3
38839.99369553621,1930,593.5487883982065,125.6305231284666,0.8545954808776165,14.411597751374732,73.53241442568803,3
10737.068395174449,3885,64.82534280647835,156.11912546223738,0.8941297103848576,29.717973719836642,69.57095772040138,6
1270.5837390565175,4328,60.138873179289064,128.53640378765152,0.8073764581440829,17.081635185422115,69.9909536584941,6
40957.609994286875,1894,884.3214565081136,278.83289589212916,0.8386741219701601,34.8490300180299,84.65084086496239,2
35636.00984853324,3427,842.8020040559426,60.48864282265724,0.605336109699087,20.91708144933904,73.1115967844015,3
36721.351234008376,121,352.431174826203,108.64253996756867,0.33839644832438676,32.346013870541626,92.69689576662414,1
38792.24698761134,1726,621.8521593393258,252.1381990568553,0.67890790239487,26.216814088131382,85.29768277395101,2
4628.187934970428,1345,494.6954434850443,258.4895311662392,0.4955874841687252,36.34454823220064,93.08171017771511,2
18564.82069866936,1093,967.4924145846917,77.88876974105028,0.1048029048271414,29.538959770650454,80.39639313552557,1
6677.583916731356,2675,950.4612918681227,293.4408625031792,0.5291431357913515,29.103396347030184,85.27753285505034,2
43292.06786790408,3092,984.0006184553669,223.33871247477722,0.6860691320954909,15.681113491030239,83.23742079113015,2
31541.60821455034,864,867.7842928279216,118.1482639958989,0.1124952937221887,22.64093277820367,96.61362574023647,1
17214.00321777981,2244,910.4560748673503,164.0094662036136,0.6592243024973419,16.413296971883515,91.10777690405509,2
4114.359164015158,3550,225.10599097946505,124.28465489199179,0.6872787155951706,8.559509673533707,85.26660238366046,6
16238.133764067448,359,832.6967210998768,87.50556246360483,0.2422968204150071,28.60697464688577,85.59099368997862,1
16933.982779310605,2111,711.768542072232,122.7945161872288,0.4879667666408586,14.839258491423791,75.21524966706436,2
36750.70273856514,4277,963.1586437397895,195.0229843724046,0.9678993408002192,19.522396879940835,89.3078353591732,3
32240.316096405444,1927,575.5492101581932,256.49242370886714,0.8957703050198043,16.254524828042122,96.50215302610003,3
44473.42438624,2852,94.3154950434508,140.88226872239431,0.46973928057242753,13.789439837445864,71.75350786084785,6
24138.531332935516,2536,601.4249022752814,136.97538513696043,0.41486164122173996,9.94646040712885,86.48057474110388,3
6860.118050976784,4885,689.7151187410749,167.00017527033066,0.21167261287917039,17.798807354367305,83.01855832408853,5
35948.99457392676,3795,228.11781842530402,211.1388999910866,0.13167017608614381,10.370602782114874,92.66192458804102,6
38278.46738222797,844,400.1722496776011,237.90406560807733,0.3677164996978709,23.669255071693463,68.00135922395658,2
28502.582680905314,4064,602.5183799111632,131.69987619986847,0.9462550123740145,8.569099009082667,71.96096173470477,5
38777.39181777349,4403,380.3646799433405,196.58811695628475,0.9627521062003005,35.26057650964293,69.07511079744785,5
25195.984221855146,3457,381.1982400662773,147.3402103202206,0.8312674065186486,36.02777556412762,72.72506478272878,5
